1976,62.6
1977,63.4
1978,64.1
1979,64.9
1980,64.9
1981,65.4
1982,65.5
1983,65.4
1984,65.8
1985,67.0
1986,68.3
1987,68.2
1988,68.5
1989,68.8
1990,69.5
1991,68.2
1992,68.1
1993,67.9
1994,70.0
1995,71.4
1996,71.5
1997,71.8
1998,71.8
1999,71.0
2000,70.6
2001,71.0
2002,70.4
2003,70.9
2004,72.1
2005,72.3
2006,72.7
2007,74.2
2008,74.4
2009,74.0
2010,73.6
2011,72.6
2012,72.8
2013,72.2
2014,71.4
2015,71.8
2016,70.8
2017,70.8
2018,70.2
2019,70.0
2020,69.3
2021,68.4
2022,69.1
2023,69.3
2024,69.0
