1976,60.9
1977,62.6
1978,63.2
1979,64.9
1980,65.1
1981,64.5
1982,64.0
1983,64.1
1984,64.5
1985,64.4
1986,65.0
1987,66.1
1988,66.8
1989,67.9
1990,68.4
1991,68.1
1992,68.2
1993,68.5
1994,68.1
1995,68.0
1996,68.5
1997,69.2
1998,69.6
1999,69.8
2000,69.4
2001,68.8
2002,67.4
2003,67.3
2004,67.3
2005,67.4
2006,67.6
2007,67.9
2008,68.2
2009,67.8
2010,66.2
2011,65.3
2012,64.5
2013,63.9
2014,63.3
2015,63.3
2016,63.6
2017,63.5
2018,63.8
2019,65.0
2020,66.0
2021,62.4
2022,63.5
2023,64.2
2024,64.1
